country_short,website,fax_stg,group,name,twitter,Vice-Chair/0,url,country,image,email,Member/0,Member/1,group_short,score,facebook,tel_stg,party,tel_bxl,id,Substitute/0,Substitute/1,fax_bxl,Substitute/2,Substitute/3,Member/2,Member/3,Substitute/4,Member/4,Chair/0,Member/5,Substitute/5,Vice-Chair/1,Member/6,Member/7,Member/8,Member/9,Member/10,fax_optout,Substitute/6
lt,http://www.blinkeviciute.eu,+33388179428,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vilija BLINKEVIČIŪTĖ,,FEMM,http://www.europarl.europa.eu/meps/en/96681/VILIJA_BLINKEVICIUTE_home.html,Lithuania,http://www.europarl.europa.eu/mepphoto/96681.jpg,vilija.blinkeviciute@europarl.europa.eu,EMPL,DEPA,sd,0.3,,+33388175428,Lietuvos socialdemokratų partija,+3222845428,96681,LIBE,DASE,+3222849428,,,,,,,,,,,,,,,,,
hu,,+33388179829,Group of the European People's Party (Christian Democrats),Andrea BOCSKOR,,CULT,http://www.europarl.europa.eu/meps/en/124712/ANDREA_BOCSKOR_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/124712.jpg,andrea.bocskor@europarl.europa.eu,D-UA,,epp,0.4,https://www.facebook.com/pages/Andrea-Bocskor-Nem-Rik%C3%A1rd%C3%B3/886132278093758#!/886132278093758/photos/a.886136701426649.1073741827.886132278093758/905823979457921/?type=1&theater,+33388175829,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt,+3222845829,124712,LIBE,D-RU,+3222849829,,,,,,,,,,DEPA,,,,,,,
de,http://www.reimerboege.de,+33388179326,Group of the European People's Party (Christian Democrats),Reimer BÖGE,reimerboege,,http://www.europarl.europa.eu/meps/en/1037/REIMER_BOGE_home.html,Germany,http://www.europarl.europa.eu/mepphoto/1037.jpg,reimer.boege@europarl.europa.eu,BUDG,D-CL,epp,0.4,https://www.facebook.com/reimer.boege,+33388175326,Christlich Demokratische Union Deutschlands,+3222845326,1037,INTA,,+3222849326,,,DLAT,,,,,,,,,,,,,,
si,,+33388179583,Group of the European People's Party (Christian Democrats),Franc BOGOVIČ,Franc_Bogovic,,http://www.europarl.europa.eu/meps/en/125004/FRANC_BOGOVIC_home.html,Slovenia,http://www.europarl.europa.eu/mepphoto/125004.jpg,franc.bogovic@europarl.europa.eu,REGI,D-RS,epp,0.4,https://www.facebook.com/FrancBogovic.SLS,+33388175583,Slovenska ljudska stranka,+3222845583,125004,AGRI,D-TR,+3222849583,,,,,,,,,,,,,,,,,
it,,+33388179595,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Simona BONAFÈ,simonabonafe,,http://www.europarl.europa.eu/meps/en/124814/SIMONA_BONAFE_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124814.jpg,simona.bonafe@europarl.europa.eu,ENVI,D-CN,sd,0.5,,+33388175595,Partito Democratico,+3222845595,124814,ITRE,D-US,+3222849595,,,,,,,,,,,,,,,,,
pl,,+33388179451,Group of the European People's Party (Christian Democrats),Michał BONI,MichalBoni,D-MD,http://www.europarl.europa.eu/meps/en/124896/MICHAL_BONI_home.html,Poland,http://www.europarl.europa.eu/mepphoto/124896.jpg,michal.boni@europarl.europa.eu,LIBE,DEPA,epp,0.6000000000000001,https://www.facebook.com/michal.boni,+33388175451,Platforma Obywatelska,+3222845451,124896,ITRE,D-UA,+3222849451,,,,,,,,,,,,,,,,,
it,http://www.marioborghezio.org,+33388179704,Non-attached Members,Mario BORGHEZIO,BorrogohezioM,,http://www.europarl.europa.eu/meps/en/21817/MARIO_BORGHEZIO_home.html,Italy,http://www.europarl.europa.eu/mepphoto/21817.jpg,mario.borghezio@europarl.europa.eu,AFET,DARP,ni,0.3,,+33388175704,Lega Nord,+3222845704,21817,JURI,D-US,+3222849704,,,,,,,,,,,,,,,,,
it,http://www.davidborrelli.net/,+33388179194,Europe of Freedom and Direct Democracy Group,David BORRELLI,,,http://www.europarl.europa.eu/meps/en/124796/DAVID_BORRELLI_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124796.jpg,david.borrelli@europarl.europa.eu,INTA,ITRE,efd,0.85,,+33388175194,Movimento 5 Stelle,+3222845194,124796,D-TR,DMER,+3222849194,DLAT,,DMAS,D-ZA,,DMED,,,,,,,,,,,
hr,http://www.biljanaborzan.eu/hr/,+33388179932,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Biljana BORZAN,BiljanaBorzan,,http://www.europarl.europa.eu/meps/en/112748/BILJANA_BORZAN_home.html,Croatia,http://www.europarl.europa.eu/mepphoto/112748.jpg,biljana.borzan@europarl.europa.eu,ENVI,D-MK,sd,0.44999999999999996,,+33388175932,Socijaldemokratska partija Hrvatske,+3222845932,112748,IMCO,FEMM,+3222849932,D-ME,,,,,,,,,,,,,,,,
ro,,+33388179832,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Victor BOȘTINARU,,,http://www.europarl.europa.eu/meps/en/39711/VICTOR_BOSTINARU_home.html,Romania,http://www.europarl.europa.eu/mepphoto/39711.jpg,victor.bostinaru@europarl.europa.eu,REGI,D-CN,sd,0.3,http://www.facebook.com/bostinaru,+33388175832,Partidul Social Democrat,+3222845832,39711,INTA,D-AL,+3222849832,,,,,,,,,,,,,,,,,
gb,,+33388179552,Europe of Freedom and Direct Democracy Group,Louise BOURS,,,http://www.europarl.europa.eu/meps/en/124964/LOUISE_BOURS_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/124964.jpg,louise.bours@europarl.europa.eu,CULT,,efd,0.35,,+33388175552,United Kingdom Independence Party,+3222845552,124964,FEMM,,+3222849552,,,,,,,,,,,,,,,,,
fr,,+33388179602,Non-attached Members,Marie-Christine BOUTONNET,,,http://www.europarl.europa.eu/meps/en/124753/MARIE-CHRISTINE_BOUTONNET_home.html,France,http://www.europarl.europa.eu/mepphoto/124753.jpg,marie-christine.boutonnet@europarl.europa.eu,JURI,DSAS,ni,0.3,,+33388175602,Front national,+3222845602,124753,CULT,DACP,+3222849602,,,,,,,,,,,,,,,,,
fr,,+33388179352,Group of the Greens/European Free Alliance,José BOVÉ,josebove,,http://www.europarl.europa.eu/meps/en/96744/JOSE_BOVE_home.html,France,http://www.europarl.europa.eu/mepphoto/96744.jpg,jose.bove@europarl.europa.eu,AGRI,D-US,greensefa,0.15,https://www.facebook.com/pages/Jos%C3%A9-Bov%C3%A9/117329398312147#!/pages/Jos%C3%A9-Bov%C3%A9/117329398312147?sk=wall,+33388175352,Europe Écologie,+3222845352,96744,INTA,CONT,+3222849352,DAND,,,,,,,,,,,,,,,,
ie,,+33388179257,Confederal Group of the European United Left - Nordic Green Left,Lynn BOYLAN,LNBDublin,,http://www.europarl.europa.eu/meps/en/124984/LYNN_BOYLAN_home.html,Ireland,http://www.europarl.europa.eu/mepphoto/124984.jpg,lynn.boylan@europarl.europa.eu,ENVI,,guengl,0.15,,+33388175257,Sinn Féin,+3222845257,124984,EMPL,D-ZA,+3222849257,,,,,,,,,,,,,,,,,
gb,,+33388179795,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Paul BRANNEN,PaulBrannenNE,,http://www.europarl.europa.eu/meps/en/124954/PAUL_BRANNEN_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/124954.jpg,paul.brannen@europarl.europa.eu,AGRI,D-US,sd,0.3,,+33388175795,Labour Party,+3222845795,124954,ENVI,D-ZA,+3222849795,,,,,,,,,,,,,,,,,
it,http://www.mercedesbresso.it,+33388179148,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mercedes BRESSO,mercedesbresso,,http://www.europarl.europa.eu/meps/en/28346/MERCEDES_BRESSO_home.html,Italy,http://www.europarl.europa.eu/mepphoto/28346.jpg,mercedes.bresso@europarl.europa.eu,REGI,AFCO,sd,0.3,https://www.facebook.com/mercedesbresso,+33388175148,Partito Democratico,+3222845148,28346,EMPL,D-UA,+3222849148,,,DEEA,,,,,,,,,,,,,,
it,,+33388179634,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Renata BRIANO,Renata_Briano,PECH,http://www.europarl.europa.eu/meps/en/124787/RENATA_BRIANO_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124787.jpg,renata.briano@europarl.europa.eu,D-IN,,sd,0.3,,+33388175634,Partito Democratico,+3222845634,124787,ENVI,D-JP,+3222849634,,,,,,,,,,,,,,,,,
fr,,+33388179850,Non-attached Members,Steeve BRIOIS,SteeveBriois,,http://www.europarl.europa.eu/meps/en/124757/STEEVE_BRIOIS_home.html,France,http://www.europarl.europa.eu/mepphoto/124757.jpg,steeve.briois@europarl.europa.eu,REGI,D-CA,ni,0.3,,+33388175850,Front national,+3222845850,124757,DMAG,DMED,+3222849850,,,,,,,,,,,,,,,,,
de,http://www.elmarbrok.de,+33388179323,Group of the European People's Party (Christian Democrats),Elmar BROK,ElmarBrok_MEP,,http://www.europarl.europa.eu/meps/en/1263/ELMAR_BROK_home.html,Germany,http://www.europarl.europa.eu/mepphoto/1263.jpg,elmar.brok@europarl.europa.eu,AFCO,D-IN,epp,0.4,https://www.facebook.com/elmarbrok,+33388175323,Christlich Demokratische Union Deutschlands,+3222845323,1263,EMPL,D-US,+3222849323,,,,,,,AFET,,,,,,,,,,
de,http://www.klaus-buchner.eu/,+33388179739,Group of the Greens/European Free Alliance,Klaus BUCHNER,dr_klausbuchner,,http://www.europarl.europa.eu/meps/en/124818/KLAUS_BUCHNER_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124818.jpg,klaus.buchner@europarl.europa.eu,AFET,DROI,greensefa,0.15,https://www.facebook.com/prof.dr.klausbuchner?fref=ts,+33388175739,Ökologisch-Demokratische Partei,+3222845739,124818,INTA,,+3222849739,,,SEDE,D-IR,,,,,,,,,,,,,
ro,http://www.danielbuda.ro/,+33388179110,Group of the European People's Party (Christian Democrats),Daniel BUDA,DanielBudaRo,,http://www.europarl.europa.eu/meps/en/125012/DANIEL_BUDA_home.html,Romania,http://www.europarl.europa.eu/mepphoto/125012.jpg,daniel.buda@europarl.europa.eu,AGRI,D-ME,epp,0.4,https://ro-ro.facebook.com/daniel.buda.oficial,+33388175110,Partidul Democrat-Liberal,+3222845110,125012,REGI,JURI,+3222849110,D-IL,DMED,,,,,,,,,,,,,,,
de,http://www.udo-bullmann.de/,+33388179342,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Udo BULLMANN,UdoBullmann,,http://www.europarl.europa.eu/meps/en/4267/UDO_BULLMANN_home.html,Germany,http://www.europarl.europa.eu/mepphoto/4267.jpg,udo.bullmann@europarl.europa.eu,ECON,D-BR,sd,0.3,http://www.facebook.com/pages/Udo-Bullmann/68936775929,+33388175342,Sozialdemokratische Partei Deutschlands,+3222845342,4267,DEVE,D-US,+3222849342,,,DMER,DLAT,,,,,,,,,,,,,
it,,+33388179847,Non-attached Members,Gianluca BUONANNO,BuonannoG,,http://www.europarl.europa.eu/meps/en/124869/GIANLUCA_BUONANNO_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124869.jpg,gianluca.buonanno@europarl.europa.eu,ITRE,DACP,ni,0.8,,+33388175847,Lega Nord,+3222845847,124869,AGRI,D-RU,+3222849847,,,,,,,,,,,,,,,,,
ro,http://www.cristianbusoi.eu/,+33388179609,Group of the European People's Party (Christian Democrats),Cristian-Silviu BUȘOI,CristiBusoi,,http://www.europarl.europa.eu/meps/en/38420/CRISTIAN-SILVIU_BUSOI_home.html,Romania,http://www.europarl.europa.eu/mepphoto/38420.jpg,cristiansilviu.busoi@europarl.europa.eu,ENVI,D-UA,epp,0.55,http://www.facebook.com/cristi.busoi,+33388175609,Partidul Naţional Liberal,+3222845609,38420,IMCO,D-TR,+3222849609,D-IN,,DEPA,,,,,,,,,,,,,,
de,http://www.reinhardbuetikofer.eu,+33388179816,Group of the Greens/European Free Alliance,Reinhard BÜTIKOFER,bueti,D-CN,http://www.europarl.europa.eu/meps/en/96739/REINHARD_BUTIKOFER_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96739.jpg,reinhard.buetikofer@europarl.europa.eu,ITRE,D-US,greensefa,0.65,,+33388175816,Bündnis 90/Die Grünen,+3222845816,96739,AFET,DROI,+3222849816,SEDE,,,,,,,,,,,,,,,,
pl,http://www.buzek.pl/,+33388179631,Group of the European People's Party (Christian Democrats),Jerzy BUZEK,JerzyBuzek,,http://www.europarl.europa.eu/meps/en/28269/JERZY_BUZEK_home.html,Poland,http://www.europarl.europa.eu/mepphoto/28269.jpg,jerzy.buzek@europarl.europa.eu,SEDE,DNAT,epp,0.9,https://www.facebook.com/JerzyBuzek,+33388175631,Platforma Obywatelska,+3222845631,28269,AFET,D-MD,+3222849631,DEPA,,,,,,ITRE,,,,,,,,,,
es,,+33388179596,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Soledad CABEZÓN RUIZ,SoledadCabezon,,http://www.europarl.europa.eu/meps/en/125041/SOLEDAD_CABEZON+RUIZ_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125041.jpg,soledad.cabezonruiz@europarl.europa.eu,ITRE,PETI,sd,0.8,,+33388175596,Partido Socialista Obrero Español,+3222845596,125041,ENVI,D-BR,+3222849596,D-CN,,D-CL,,,,,,,,,,,,,,
fr,http://www.alain-cadec.org,+33388179765,Group of the European People's Party (Christian Democrats),Alain CADEC,AlainCadec,,http://www.europarl.europa.eu/meps/en/96849/ALAIN_CADEC_home.html,France,http://www.europarl.europa.eu/mepphoto/96849.jpg,alain.cadec@europarl.europa.eu,D-RU,,epp,0.4,http://www.facebook.com/acadec,+33388175765,Union pour un Mouvement Populaire,+3222845765,96849,ECON,TAXE,+3222849765,DACP,,,,,,PECH,,,,,,,,,,
es,,+33388179794,Group of the Alliance of Liberals and Democrats for Europe,Enrique CALVET CHAMBON,,,http://www.europarl.europa.eu/meps/en/129407/ENRIQUE_CALVET+CHAMBON_home.html,Spain,http://www.europarl.europa.eu/mepphoto/129407.jpg,enrique.calvetchambon@europarl.europa.eu,EMPL,DPLC,aldeadle,0.3,,+33388175794,"Unión, Progreso y Democracia",+3222845794,129407,REGI,D-CL,+3222849794,DLAT,,DMED,,,,,,,,,,,,,,
nl,http://www.wimvandecamp.nl,+33388179298,Group of the European People's Party (Christian Democrats),Wim van de CAMP,wimvandecamp,,http://www.europarl.europa.eu/meps/en/96754/WIM_VAN+DE+CAMP_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/96754.jpg,wim.vandecamp@europarl.europa.eu,TRAN,D-CN,epp,0.4,https://www.facebook.com/wvandecamp,+33388175298,Christen Democratisch Appèl,+3222845298,96754,INTA,CONT,+3222849298,DCAR,,,,,,,,,,,,,,,,
gb,http://www.dcbmep.org/,+33388179733,European Conservatives and Reformists Group,David CAMPBELL BANNERMAN,DCBMEP,,http://www.europarl.europa.eu/meps/en/96912/DAVID_CAMPBELL+BANNERMAN_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/96912.jpg,david.campbellbannerman@europarl.europa.eu,INTA,DACP,ecr,0.1,http://www.facebook.com/search.php?q=DELVAUX%2C+Anne&init=quick&tas=0.2256451934127422&search_first_focus=1302517307131#!/profile.php?id=706536337,+33388175733,Conservative Party,+3222845733,96912,SEDE,,+3222849733,,,,,,,D-IQ,,,,,,,,,,
it,http://www.nicolacaputo.eu/,+33388179763,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Nicola CAPUTO,NicolaCaputo,,http://www.europarl.europa.eu/meps/en/124851/NICOLA_CAPUTO_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124851.jpg,nicola.caputo@europarl.europa.eu,AGRI,D-US,sd,0.3,,+33388175763,Partito Democratico,+3222845763,124851,ENVI,D-CN,+3222849763,,,,,,,,,,,,,,,,,
ie,,+33388179838,Confederal Group of the European United Left - Nordic Green Left,Matt CARTHY,mattcarthy,,http://www.europarl.europa.eu/meps/en/124986/MATT_CARTHY_home.html,Ireland,http://www.europarl.europa.eu/mepphoto/124986.jpg,matt.carthy@europarl.europa.eu,AGRI,D-US,guengl,0.15,,+33388175838,Sinn Féin,+3222845838,124986,ECON,,+3222849838,,,,,,,,,,,,,,,,,
gb,,+33388179744,Europe of Freedom and Direct Democracy Group,James CARVER,JamesJimCarver,,http://www.europarl.europa.eu/meps/en/124971/JAMES_CARVER_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/124971.jpg,james.carver@europarl.europa.eu,AFET,,efd,0.35,,+33388175744,United Kingdom Independence Party,+3222845744,124971,,,+3222849744,,,,,,,,,,,,,,,,,
mt,http://www.davidcasa.eu,+33388179445,Group of the European People's Party (Christian Democrats),David CASA,DavidCasaMEP,,http://www.europarl.europa.eu/meps/en/28122/DAVID_CASA_home.html,Malta,http://www.europarl.europa.eu/mepphoto/28122.jpg,david.casa@europarl.europa.eu,EMPL,DACP,epp,0.4,https://www.facebook.com/david.casa.9,+33388175445,Partit Nazzjonalista,+3222845445,28122,ECON,TAXE,+3222849445,D-TR,,,,,,,,,,,,,,,,
de,http://www.caspary.de,+33388179978,Group of the European People's Party (Christian Democrats),Daniel CASPARY,caspary,,http://www.europarl.europa.eu/meps/en/28219/DANIEL_CASPARY_home.html,Germany,http://www.europarl.europa.eu/mepphoto/28219.jpg,daniel.caspary@europarl.europa.eu,INTA,DSAS,epp,0.4,https://www.facebook.com/pages/Daniel-Caspary/143814622298419?fref=ts,+33388175978,Christlich Demokratische Union Deutschlands,+3222845978,28219,AFET,DCAR,+3222849978,DACP,,,,,,,,,,,,,,,,
it,http://www.fabiomassimocastaldo.it/,+33388179478,Europe of Freedom and Direct Democracy Group,Fabio Massimo CASTALDO,,,http://www.europarl.europa.eu/meps/en/124812/FABIO+MASSIMO_CASTALDO_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124812.jpg,fabiomassimo.castaldo@europarl.europa.eu,AFET,AFCO,efd,0.35,,+33388175478,Movimento 5 Stelle,+3222845478,124812,INTA,JURI,+3222849478,SEDE,D-RS,DMAG,D-BR,D-RU,DMER,,DMED,DMAS,,DLAT,,,,,,
es,http://www.pilardelcastillo.com,+33388179982,Group of the European People's Party (Christian Democrats),Pilar del CASTILLO VERA,delcastillop/,,http://www.europarl.europa.eu/meps/en/28390/PILAR_DEL+CASTILLO+VERA_home.html,Spain,http://www.europarl.europa.eu/mepphoto/28390.jpg,pilar.delcastillo@europarl.europa.eu,ITRE,D-BR,epp,0.9,https://www.facebook.com/PilardelCastilloOficial,+33388175982,Partido Popular,+3222845982,28390,ECON,D-IN,+3222849982,,,DMER,DLAT,,,,,,,,,,,,,
fr,http://www.jeanmariecavada.eu,+33388179367,Group of the Alliance of Liberals and Democrats for Europe,Jean-Marie CAVADA,JeanMarieCAVADA,JURI,http://www.europarl.europa.eu/meps/en/28206/JEAN-MARIE_CAVADA_home.html,France,http://www.europarl.europa.eu/mepphoto/28206.jpg,jean-marie.cavada@europarl.europa.eu,DMAS,DMED,aldeadle,0.3,http://www.facebook.com/?ref=home#!/pages/Jean-Marie-Cavada/180453773116,+33388175367,Nous Citoyens,+3222845367,28206,CULT,,+3222849367,,,,,,,,,,,,,,,,,
it,,+33388179218,Group of the European People's Party (Christian Democrats),Lorenzo CESA,L_Cesa,,http://www.europarl.europa.eu/meps/en/28451/LORENZO_CESA_home.html,Italy,http://www.europarl.europa.eu/mepphoto/28451.jpg,lorenzo.cesa@europarl.europa.eu,AFET,DSCA,epp,0.6000000000000001,https://www.facebook.com/cesalorenzo,+33388175218,Nuovo Centrodestra - Unione di Centro,+3222845218,28451,ITRE,SEDE,+3222849218,DMAS,DMED,DEPA,,,,,,,,,,,,,,
cz,http://www.charanzova.cz/,+33388179506,Group of the Alliance of Liberals and Democrats for Europe,Dita CHARANZOVÁ,,,http://www.europarl.europa.eu/meps/en/124708/DITA_CHARANZOVA_home.html,Czech Republic,http://www.europarl.europa.eu/mepphoto/124708.jpg,dita.charanzova@europarl.europa.eu,IMCO,DCAR,aldeadle,0.7,,+33388175506,ANO 2011,+3222845506,124708,INTA,DSCA,+3222849506,,,DMER,DLAT,,,,,,,,,,,,,
fr,,+33388179568,Non-attached Members,Aymeric CHAUPRADE,a_chauprade,,http://www.europarl.europa.eu/meps/en/124752/AYMERIC_CHAUPRADE_home.html,France,http://www.europarl.europa.eu/mepphoto/124752.jpg,aymeric.chauprade@europarl.europa.eu,AFET,DROI,ni,0.3,,+33388175568,Front national,+3222845568,124752,INTA,D-CL,+3222849568,DCAR,DACP,D-RU,,DLAT,,,,,,,,,,,,
ie,,+33388179180,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Nessa CHILDERS,NChildersMEP,,http://www.europarl.europa.eu/meps/en/96603/NESSA_CHILDERS_home.html,Ireland,http://www.europarl.europa.eu/mepphoto/96603.jpg,nessa.childers@europarl.europa.eu,ENVI,,sd,0.3,https://www.facebook.com/pages/Nessa-Childers/44689933935,+33388175180,Independent,+3222845180,96603,ECON,FEMM,+3222849180,TAXE,DEEA,,,,,,,,,,,,,,,
it,,+33388179387,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Caterina CHINNICI,CaterinaChinnic,DCAM,http://www.europarl.europa.eu/meps/en/124861/CATERINA_CHINNICI_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124861.jpg,caterina.chinnici@europarl.europa.eu,LIBE,,sd,0.3,,+33388177387,Partito Democratico,+3222845387,124861,CONT,ENVI,+3222849387,D-IR,,,,,,,,,,,,,,,,
gr,,+33388179773,Confederal Group of the European United Left - Nordic Green Left,Nikolaos CHOUNTIS,Nikos_Chountis,,http://www.europarl.europa.eu/meps/en/26851/NIKOLAOS_CHOUNTIS_home.html,Greece,http://www.europarl.europa.eu/mepphoto/26851.jpg,nikolaos.chountis@europarl.europa.eu,CULT,D-RS,guengl,,,+33388175773,Popular Unity,+3222845773,26851,AGRI,DSCA,+3222849773,,,,,,,,,,,,,,,,,
dk,http://www.oleeu.dk,+33388179464,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Ole CHRISTENSEN,OleEU,,http://www.europarl.europa.eu/meps/en/28154/OLE_CHRISTENSEN_home.html,Denmark,http://www.europarl.europa.eu/mepphoto/28154.jpg,ole.christensen@europarl.europa.eu,EMPL,DACP,sd,0.3,,+33388175464,Socialdemokratiet,+3222845464,28154,PECH,D-TR,+3222849464,,,,,,,,,,,,,,,,,
cy,,+33388179876,Group of the European People's Party (Christian Democrats),Lefteris CHRISTOFOROU,,,http://www.europarl.europa.eu/meps/en/26837/LEFTERIS_CHRISTOFOROU_home.html,Cyprus,http://www.europarl.europa.eu/mepphoto/26837.jpg,lefteris.christoforou@europarl.europa.eu,BUDG,D-US,epp,0.6000000000000001,https://www.facebook.com/ChristoforouLefteris,+33388175876,Democratic Rally,+3222845876,26837,ITRE,D-IL,+3222849876,DMED,,,,,,,,,,,,,,,,
gr,,+33388179405,Confederal Group of the European United Left - Nordic Green Left,Kostas CHRYSOGONOS,,,http://www.europarl.europa.eu/meps/en/125061/KOSTAS_CHRYSOGONOS_home.html,Greece,http://www.europarl.europa.eu/mepphoto/125061.jpg,kostas.chrysogonos@europarl.europa.eu,JURI,AFCO,guengl,0.15,,+33388175405,Coalition of the Radical Left,+3222845405,125061,LIBE,DCAR,+3222849405,D-US,,D-TR,,,,,,,,,,,,,,
it,http://www.salvatorecicu.it/,+33388179675,Group of the European People's Party (Christian Democrats),Salvatore CICU,SalvoCicu,DARP,http://www.europarl.europa.eu/meps/en/124854/SALVATORE_CICU_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124854.jpg,salvatore.cicu@europarl.europa.eu,INTA,,epp,0.4,https://www.facebook.com/cicu.salvatore,+33388175675,Forza Italia,+3222845675,124854,REGI,D-CA,+3222849675,,,,,,,,,,,,,,,,,
